Name,Branch,Place,Exams Accepted,Fees
"Aditya Engineering College, Surampalem",B.Tech Electronics and Communication Engineering,"Surampalem, Andhra Pradesh",NA,"Fees:  ₹ 2,27,000"
"CVR College of Engineering, Hyderabad",B.Tech Electronics and Communication Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 3,60,000"
"Presidency University, Bangalore",B.Tech Electronics and Communication Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 7,00,000"
"Hindustan Institute of Technology and Science, Chennai",B.Tech Electronics and Communication Engineering,"Chennai, Tamil Nadu",HITSEEE,"Fees:  ₹ 10,62,500"
"New Horizon College of Engineering, Bangalore",BE Electronics and Communication Engineering,"Bangalore, Karnataka",NA,"Fees:  ₹ 5,00,000"
"Sant Longowal Institute of Engineering and Technology, Longowal",BE Electronics and Communication Engineering,"Longowal, Punjab",JEE,"Fees:  ₹ 2,71,000"
"International Institute of Information Technology, Hyderabad",B.Tech Electronics and Communication Engineering,"Hyderabad, Telangana",JEE,"Fees:  ₹ 11,20,000"
"Haldia Institute of Technology, Haldia",B.Tech Electronics and Communication Engineering,"Haldia, West Bengal",JEE,"Fees:  ₹ 3,60,700"
"Dayananda Sagar Academy of Technology and Management, Bangalore",BE Electronics and Communication Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 1,80,000"
"MS Ramaiah University of Applied Sciences, Bangalore",B.Tech Electronics and Communication Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 14,26,000"
"Thiagarajar College of Engineering, Madurai",BE Electronics and Communication Engineering,"Madurai, Tamil Nadu",NA,"Fees:  ₹ 67,400"
"Kalinga Institute of Industrial Technology, Bhubaneswar",B.Tech Electronics and Telecommunication Engineering,"Bhubaneshwar, Odisha",KIITEE,"Fees:  ₹ 14,00,000"
Malaviya National Institute of Technology Jaipur,B.Tech Electronics and Communication Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 4,11,472"
"KLS Gogte Institute of Technology, Belagavi",BE Electronics and Communication Engineering,"Belgaum, Karnataka",COMEDK,"Fees:  ₹ 2,13,840"
"Sardar Patel Institute of Technology, Mumbai",BE Electronics and Telecommunication Engineering,"Mumbai, Maharashtra",JEE,"Fees:  ₹ 5,96,000"
"SRM Institute of Science and Technology, Ramapuram Campus",B.Tech Electronics and Communication Engineering,"Ramapuram, Tamil Nadu",NA,Exams:  SRMJEEE 
"Institute of Engineering and Technology, Lucknow",B.Tech Electronics and Communication Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 3,39,100"
National Institute of Technology Rourkela,B.Tech Electronics and Communication Engineering,"Rourkela, Odisha",JEE,"Fees:  ₹ 5,99,500"
"Karunya Institute of Technology and Sciences, Coimbatore",B.Tech Electronics and Communication Engineering,"Coimbatore, Tamil Nadu",NA,NA
"Vardhaman College of Engineering, Hyderabad",B.Tech Electronics and Communication Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 5,12,000"
"GIET University, Gunupur",B.Tech Electronics and Communication Engineering,"Gunupur, Odisha",JEE,"Fees:  ₹ 5,36,000"
"The Oxford College of Engineering, Bangalore",BE Electronics and Communication Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 5,70,360"
"Bhilai Institute of Technology, Durg",BE Electronics and Telecommunication Engineering,"Durg, Chhattisgarh",JEE,"Fees:  ₹ 2,83,400"
"Shiv Nadar University, Greater Noida",B.Tech Electronics and Communication Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 9,40,000"
"GL Bajaj Institute of Technology and Management, Greater Noida",B.Tech Electronics and Communication Engineering,"Greater Noida, Uttar Pradesh",NA,Exams:  UPSEE 
"NMAM Institute of Technology, Karkala Taluk",BE Electronics and Communication Engineering,"Karkala, Karnataka",KCET,"Fees:  ₹ 11,82,000"
"Vasavi College of Engineering, Hyderabad",BE Electronics and Communication Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 6,40,000"
"The National Institute of Engineering, Mysore",BE Electronics and Communication Engineering,"Mysuru, Karnataka",COMEDK,"Fees:  ₹ 76,360"
"Netaji Subhas University of Technology, New Delhi",BE Electronics and Communication Engineering,"New Delhi, Delhi",JEE,"Fees:  ₹ 5,40,000"
"Siddaganga Institute of Technology, Tumkur",BE Electronics and Communication Engineering,"Tumakuru, Karnataka",COMEDK,"Fees:  ₹ 3,31,470"
Indian Institute of Technology Bhubaneswar,B.Tech Electronics and Communication Engineering,"Bhubaneshwar, Odisha",JEE,"Fees:  ₹ 9,93,600"
"Shri Ramdeobaba College of Engineering and Management, Nagpur",BE Electronics and Communication Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 5,99,600"
"BS Abdur Rahman Institute of Science and Technology, Chennai",B.Tech Electronics and Communication Engineering,"Chennai, Tamil Nadu",JEE,"Fees:  ₹ 8,30,000"
"Koneru Lakshmaiah Education Foundation, Guntur",B.Tech Electronics and Communication Engineering,"Guntur, Andhra Pradesh",JEE,"Fees:  ₹ 9,55,000"
"Government College of Engineering, Amravati",B.Tech Electronics and Telecommunication Engineering,"Amravati, Maharashtra",JEE,"Fees:  ₹ 3,35,740"
National Institute of Technology Calicut,B.Tech Electronics and Communication Engineering,"Kattangal, Kerala",JEE,"Fees:  ₹ 5,41,320"
"University Institute of Engineering and Technology, Kurukshetra University, Kurukshetra",B.Tech Electronics and Communication Engineering,"Kurukshetra, Haryana",JEE,"Fees:  ₹ 2,69,280"
"Coimbatore Institute of Technology, Coimbatore",BE Electronics and Communication Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 2,38,480"
"Vishwakarma Institute of Information Technology, Pune",BE Electronics and Telecommunication Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 6,39,576"
"Tezpur University, Tezpur",B.Tech Electronics and Communication Engineering,"Tezpur, Assam",JEE,"Fees:  ₹ 1,63,344"
"BMS Institute of Technology and Management, Bangalore",B.Tech Electronics and Communication Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 1,32,000"
Indian Institute of Information Technology Allahabad,B.Tech Electronics and Communication Engineering,"Allahabad, Uttar Pradesh",JEE,"Fees:  ₹ 4,71,000"
"Pimpri Chinchwad College of Engineering, Pune",BE Electronics and Telecommunication Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 4,58,164"
"Sri Sivasubramaniya Nadar College of Engineering, Kalavakkam",BE Electronics and Communication Engineering,"Kelambakkam, Tamil Nadu",NA,"Fees:  ₹ 1,80,000"
"TKM College of Engineering, Kollam",B.Tech Electronics and Communication Engineering,"Kollam, Kerala",NA,NA
"Amity School of Engineering, Noida",B.Tech Electronics and Communication Engineering,"Noida, Uttar Pradesh",JEE,"Fees:  ₹ 12,64,000"
"ABES Engineering College, Ghaziabad",B.Tech Electronics and Communication Engineering,"Ghaziabad, Uttar Pradesh",JEE,"Fees:  ₹ 5,75,200"
"Guru Nanak Dev Engineering College, Ludhiana",B.Tech Electronics and Communication Engineering,"Ludhiana, Punjab",JEE,"Fees:  ₹ 3,62,289"
"SRM Institute of Science and Technology, Vadapalani Campus",B.Tech Electronics and Communication Engineering,"Vadapalani, Tamil Nadu",NA,NA
"Christ University, Bangalore",B.Tech Electronics and Communication Engineering,"Bangalore, Karnataka",Christ,"Fees:  ₹ 8,30,000"
National Institute of Technology Raipur,B.Tech Electronics and Communication Engineering,"Raipur, Chhattisgarh",JEE,"Fees:  ₹ 5,40,000"
"Ambedkar Institute of Advanced Communication Technologies and Research, Delhi",B.Tech Electronics and Communication Engineering,"New Delhi, Delhi",NA,"Fees:  ₹ 1,60,000"
"PES University, Bangalore",B.Tech Electronics and Communication Engineering,"Bangalore, Karnataka",KCET,"Fees:  ₹ 1,92,000"
"Maharaja Agrasen Institute of Technology, Delhi",B.Tech Electronics and Communication Engineering,"New Delhi, Delhi",IPU,"Fees:  ₹ 4,07,000"
"Dayananda Sagar University, Bangalore",B.Tech Electronics and Communication Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 2,20,000"
"GMR Institute of Technology, Rajam",B.Tech Electronics and Communication Engineering,"Srikakulam, Andhra Pradesh",AP,"Fees:  ₹ 4,40,800"
"AMC Engineering College, Bangalore",BE Electronics and Communication Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 5,00,000"
"Sri Krishna College of Engineering and Technology, Coimbatore",BE Electronics and Communication Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 2,20,000"
"Graphic Era University, Dehradun",B.Tech Electronics and Communication Engineering,"Dehradun, Uttarakhand",JEE,"Fees:  ₹ 8,12,000"
"Vivekanand Education Society's Institute of Technology, Chembur",BE Electronics and Telecommunication Engineering,"Mumbai, Maharashtra",MAHA,"Fees:  ₹ 4,20,000"
"Banasthali Vidyapith, Banasthali",B.Tech Electronics and Communication Engineering,"Jaipur, Rajasthan",Banasthali,"Fees:  ₹ 4,44,500"
"Sharda University, Greater Noida",B.Tech Electronics and Communication Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 6,36,000"
"Sri Venkateswara University College of Engineering, Tirupati",B.Tech Electronics and Communication Engineering,"Tirupati, Andhra Pradesh",AP,"Fees:  ₹ 42,000"
"CMR University, Bangalore",B.Tech Electronics and Communication Engineering,"Bangalore, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
"Government Engineering College, Thrissur",B.Tech Electronics and Communication Engineering,"Thrissur, Kerala",KEAM,"Fees:  ₹ 20,685"
"Government College of Engineering, Karad",B.Tech Electronics and Telecommunication Engineering,"Karad, Maharashtra",JEE,"Fees:  ₹ 3,38,404"
"Birla Institute of Technology Extension Centre, Deoghar",B.Tech Electronics and Communication Engineering,"Deoghar, Jharkhand",JEE,"Fees:  ₹ 6,24,000"
"Vidyalankar Institute of Technology, Mumbai",BE Electronics and Telecommunication Engineering,"Mumbai, Maharashtra",MAHA,"Fees:  ₹ 5,59,544"
"Anurag Group of Institutions, Ghatkesar",B.Tech Electronics and Communication Engineering,"Hyderabad, Telangana",JEE,"Fees:  ₹ 5,00,000"
"Birla Vishvakarma Mahavidyalaya, Anand",B.Tech Electronics and Communication Engineering,"Anand, Gujarat",GUJCET,"Fees:  ₹ 4,28,000"
"Indira Gandhi Delhi Technical University for Women, Delhi",B.Tech Electronics and Communication Engineering,"New Delhi, Delhi",JEE,"Fees:  ₹ 3,25,000"
"Shanmugha Arts Science Technology Research and Academy, Thanjavur",B.Tech Electronics and Communication Engineering,"Thanjavur, Tamil Nadu",JEE,"Fees:  ₹ 5,37,000"
"Guru Gobind Singh Indraprastha University, Delhi",B.Tech Electronics and Communication Engineering,"New Delhi, Delhi",IPU,"Fees:  ₹ 2,56,000"
"Guru Ghasidas Vishwavidyalaya, Bilaspur",B.Tech Electronics and Communication Engineering,"Bilaspur, Chhattisgarh",NA,"Fees:  ₹ 1,10,000"
"Malnad College of Engineering, Hassan",BE Electronics and Communication Engineering,"Hassan, Karnataka",KCET,"Fees:  ₹ 1,05,560"
"Sir M Visvesvaraya Institute of Technology, Bangalore",BE Electronics and Communication Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 2,78,311"
"University College of Engineering, Osmania University, Hyderabad",BE Electronics and Communication Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 49,700"
"Malla Reddy College of Engineering and Technology, Hyderabad",B.Tech Electronics and Communication Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 2,80,000"
"Dr BC Roy Engineering College, Durgapur",B.Tech Electronics and Communication Engineering,"Durgapur, West Bengal",NA,"Fees:  ₹ 3,63,000"
"Galgotias College of Engineering and Technology, Greater Noida",B.Tech Electronics and Communication Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 4,84,412"
"Thapar Institute of Engineering and Technology, Patiala",BE Electronics and Communication Engineering,"Patiala, Punjab",JEE,"Fees:  ₹ 6,73,700"
National Institute of Technology Delhi,B.Tech Electronics and Communication Engineering,"New Delhi, Delhi",JEE,"Fees:  ₹ 5,94,700"
"College of Technology, GB Pant University of Agriculture and Technology, Pantnagar",B.Tech Electronics and Communication Engineering,"Pantnagar, Uttarakhand",JEE,"Fees:  ₹ 2,22,356"
"Lakshmi Narain College of Technology, Bhopal",BE Electronics and Communication Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 10,52,000"
"Institute of Aeronautical Engineering, Dundigal",B.Tech Electronics and Communication Engineering,"Domara Pocham Pally, Telangana",TS,"Fees:  ₹ 2,68,000"
"RVR and JC College of Engineering, Guntur",B.Tech Electronics and Communication Engineering,"Guntur, Andhra Pradesh",AP,"Fees:  ₹ 4,51,000"
"YMCA University of Science and Technology, Faridabad",B.Tech Electronics and Communication Engineering,"Faridabad, Haryana",NA,"Fees:  ₹ 2,91,800"
"Bhagalpur College of Engineering, Bhagalpur",B.Tech Electronics and Communication Engineering,"Bhagalpur, Bihar",BCECE,"Fees:  ₹ 57,800"
"KLE Technological University, Hubballi",BE Electronics and Communication Engineering,"Hubli, Karnataka",JEE,"Fees:  ₹ 3,43,200"
"SCTR's Pune Institute of Computer Technology, Pune",BE Electronics and Telecommunication Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 3,84,000"
"Rajalakshmi Engineering College, Chennai",BE Electronics and Communication Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 1,80,000"
"Jabalpur Engineering College, Jabalpur",BE Electronics and Telecommunication Engineering,"Jabalpur, Madhya Pradesh",JEE,"Fees:  ₹ 89,200"
"GH Raisoni College of Engineering, Nagpur",BE Electronics and Telecommunication Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 6,28,644"
National Institute of Technology Puducherry Karaikal,B.Tech Electronics and Communication Engineering,"Thiruvettakudy, Puducherry",JEE,"Fees:  ₹ 2,71,850"
"VNR Vignana Jyothi Institute of Engineering and Technology, Hyderabad",B.Tech Electronics and Communication Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 3,94,000"
"Bennett University, Greater Noida",B.Tech Electronics and Communication Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 14,60,000"
"Guru Nanak Institutions Technical Campus, Ibrahimpatnam",B.Tech Electronics and Communication Engineering,"Hyderabad, Telangana",JEE,"Fees:  ₹ 3,12,000"
"Chandigarh College of Engineering and Technology, Chandigarh",BE Electronics and Communication Engineering,"Chandigarh, Chandigarh",NA,"Fees:  ₹ 2,97,000"
"Jaypee Institute of Information Technology, Sector 128, Noida",B.Tech Electronics and Communication Engineering,"Noida, Uttar Pradesh",NA,"Fees:  ₹ 8,90,000"
"MVJ College of Engineering, Bangalore",B.Tech Electronics and Communication Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 9,23,000"
"DIT University, Dehradun",B.Tech Electronics and Communication Engineering,"Dehradun, Uttarakhand",JEE,"Fees:  ₹ 7,04,340"
"CV Raman College of Engineering, Bhubaneswar",B.Tech Electronics and Telecommunication Engineering,"Bhubaneswar, Odisha",JEE,"Fees:  ₹ 3,56,000"
"ICFAI Tech School, Hyderabad",B.Tech Electronics and Communication Engineering,"Hyderabad, Telangana",NA,Exams:  ATIT 
"Vishwakarma Government Engineering College, Ahmedabad",BE Electronics and Communication Engineering,"Ahmedabad, Gujarat",NA,"Fees:  ₹ 11,200"
National Institute of Technology Goa,B.Tech Electronics and Communication Engineering,"Ponda, Goa",JEE,"Fees:  ₹ 5,59,600"
"Shri Govindram Seksaria Institute of Technology and Science, Indore",BE Electronics and Communication Engineering,"Indore, Madhya Pradesh",NA,NA
"Jawaharlal Nehru Technological University College of Engineering, Kakinada",B.Tech Electronics and Communication Engineering,"Kakinada, Andhra Pradesh",AP,"Fees:  ₹ 40,000"
"Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad",B.Tech Electronics and Communication Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 405,000"
"Rajagiri School of Engineering and Technology, Kochi",B.Tech Electronics and Communication Engineering,"Kochi, Kerala",KEAM,"Fees:  ₹ 112,000"
"MKSSS's Cummins College of Engineering for Women, Pune",B.Tech Electronics and Telecommunication Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 655,344"
"CMR Institute of Technology, Bangalore",BE Electronics and Communication Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 213,840"
"Goa College of Engineering, Farmagudi",BE Electronics and Telecommunication Engineering,"Ponda, Goa",GCET,"Fees:  ₹ 88,000"
"Mepco Schlenk Engineering College, Sivakasi",BE Electronics and Communication Engineering,"Melamattur, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"BV Raju Institute of Technology, Narsapur",B.Tech Electronics and Communication Engineering,"Narsapur, Telangana",TS,"Fees:  ₹ 414,000"
Maulana Azad National Institute of Technology Bhopal,B.Tech Electronics and Communication Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 558,911"
"RNS Institute of Technology, Bangalore",BE Electronics and Communication Engineering,"Bangalore, Karnataka",KCET,"Fees:  ₹ 318,000"
