Name,Branch,Place,Exams Accepted,Fees
"Chaudhary Charan Singh Haryana Agricultural University, Hisar",B.Tech Agricultural Engineering,"Hisar, Haryana",NA,Exams:  JEE Main 
"College of Agricultural Engineering and Technology, Punjab Agricultural University, Ludhiana",B.Tech Agricultural Engineering,"Ludhiana, Punjab",JEE,"Fees:  ₹ 3,22,790"
"Sri Satya Sai University of Technology and Medical Sciences, Sehore",BE Aeronautical Engineering,"Sehore, Madhya Pradesh",NA,NA
"Poornima College of Engineering, Jaipur",B.Tech Agricultural Engineering,"Jaipur, Rajasthan",NA,Exams:  JEE Main 
"Feroze Gandhi Institute of Engineering and Technology, Raebareli",B.Tech Aeronautical Engineering,"Raebareli, Uttar Pradesh",UPSEE,"Fees:  ₹ 3,39,818"
"Park College of Engineering and Technology, Coimbatore",BE Aeronautical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 1,60,000"
"International Institute for Aerospace Engineering and Management, Jain University, Bangalore",B.Tech Aeronautical Engineering,"Bangalore, Karnataka",NA,NA
"GD Goenka School of Engineering, Gurgaon",B.Tech Agriculture Engineering,"Sohna, Haryana",NA,NA
"Acharya NG Ranga Agricultural University, Guntur",B.Tech Agricultural Engineering,"Guntur, Andhra Pradesh",AP,"Fees:  ₹ 97,200"
"Sardar Vallabhbhai Patel Institute of Technology, Anand",BE Aeronautical Engineering,"Vasad, Gujarat",NA,"Fees:  ₹ 3,01,400"
"Vaugh Institute of Agricultural Engineering and Technology, Allahabad",B.Tech Agricultural Engineering,"Allahabad, Uttar Pradesh",NA,NA
"Dhanalakshmi Srinivasan College of Engineering, Perambalur",B.Tech Food Technology,"Perambalur, Tamil Nadu",NA,"Fees:  ₹ 1,60,000"
"Jeppiaar Engineering College, Chennai",BE Aeronautical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 1,60,000"
"Rungta College of Engineering and Technology, Bhilai",BE Agriculture Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 2,94,920"
"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",BE Aeronautical Engineering,"Nagpur, Maharashtra",NA,NA
"Sri Shakthi Institute of Engineering and Technology, Coimbatore",BE Agricultural Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 1,60,000"
"Shri Vaishnav Vidyapeeth Vishwavidyalaya, Indore",B.Tech Avionics,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 3,07,000"
"North Eastern Regional Institute of Science and Technology, Nirjuli",B.Tech Agricultural Engineering,"Itanagar, Arunachal Pradesh",NA,"Fees:  ₹ 42,720"
"Hindusthan Institute of Technology, Coimbatore",BE Aeronautical Engineering,"Malumichampatty, Tamil Nadu",NA,"Fees:  ₹ 1,60,000"
"Mohamed Sathak Engineering College, Kilakarai",BE Aeronautical Engineering,"Kilakarai, Tamil Nadu",NA,"Fees:  ₹ 1,60,000"
"Bhagwant University, Ajmer",B.Tech Aeronautical Engineering,"Ajmer, Rajasthan",NA,Exams:  JEE Main 
"Aditya Silver Oak Institute of Technology, Ahmedabad",B.Tech Aeronautical Engineering,"Ahmedabad, Gujarat",NA,"Fees:  ₹ 2,24,000"
"Kalaignar Karunanidhi Institute of Technology, Coimbatore",BE Aeronautical Engineering,"Coimbatore, Tamil Nadu",NA,NA
"Aadishwar College of Technology, Gandhinagar",B.Tech Aeronautical Engineering,"Bhoyan Rathod, Gujarat",NA,"Exams:  JEE Main ,  GUJCET "
"College of Agricultural Engineering, Acharya NG Ranga Agricultural University, Bapatla",B.Tech Agricultural Engineering,"Guntur, Andhra Pradesh",AP,"Fees:  ₹ 97,200"
"School of Aeronautics, Neemrana",B.Tech Aeronautical Engineering,"Neemrana, Rajasthan",NA,"Fees:  ₹ 7,37,000"
"Sardar Patel University, Balaghat",B.Tech Agricultural Science,"Balaghat, Madhya Pradesh",NA,NA
"Bidhan Chandra Krishi Vishwavidyalaya, Nadia",B.Tech Agricultural Engineering,"Manpur, West Bengal",NA,NA
"Karavali Institute of Technology, Mangalore",BE Aeronautical Engineering,"Mangaluru, Karnataka",NA,"Fees:  ₹ 2,00,000"
"GKM College of Engineering and Technology, Chennai",BE Aeronautical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Kelappaji College of Agricultural Engineering and Technology, Tavanur",B.Tech Agricultural Engineering,"Tavanur, Kerala",NA,Exams:  KEAM 
"Shyam University, Dausa",B.Tech Aeronautical Engineering,"Dausa, Rajasthan",NA,NA
"Himalayan University, Itanagar",B.Tech Aeronautical Engineering,"Itanagar, Arunachal Pradesh",NA,NA
"Bhagwan Arihant Institute of Technology, Surat",B.Tech Aeronautical Engineering,"Surat, Gujarat",NA,NA
"Sir Chhotu Ram Institute of Engineering and Technology, Meerut",B.Tech Agricultural Engineering,"Meerut, Uttar Pradesh",UPSEE,"Fees:  ₹ 325,000"
"Aditya College of Technology and Science, Satna",BE Agricultural Technology,"Satna, Madhya Pradesh",NA,Exams:  JEE Main 
"Centurion Institute of Technology, Bhubaneswar",B.Tech Agriculture Engineering,"Khurdha, Odisha",JEE,"Fees:  ₹ 500,000"
"Parul Institute of Engineering and Technology, Vadodara",B.Tech Aeronautical Engineering,"Vadodara, Gujarat",NA,"Fees:  ₹ 339,000"
"Saveetha School of Engineering, Chennai",BE Agricultural Engineering,"Kuthambakkam, Tamil Nadu",NA,"Fees:  ₹ 535,000"
"College of Agriculture, Bangalore",B.Tech Agricultural Engineering,"Bangalore, Karnataka",NA,NA
"St Peter's University, Chennai",BE Aeronautical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 300,000"
"Dr Annasaheb Shinde College of Agricultural Engineering, Ahmednagar",B.Tech Agricultural Engineering,"Ahmednagar, Maharashtra",NA,NA
"Dhanalakshmi Srinivasan Institute of Research and Technology, Perambalur",BE Agricultural Engineering,"Perambalur, Tamil Nadu",NA,NA
"Manav Institute of Technology and Management, Hisar",B.Tech Aeronautical Engineering,"Hisar, Haryana",NA,NA
"Agricultural Engineering College and Research Institute, Kumulur",B.Tech Agricultural Engineering,"Kumulur, Tamil Nadu",NA,NA
Dr Rajendra Prasad Central Agricultural University Samastipur,B.Tech Agricultural Engineering,"Samastipur, Bihar",NA,NA
"PSN College of Engineering and Technology, Tirunelveli",BE Aeronautical Engineering,"Melathediyoor, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Jawaharlal College of Engineering and Technology, Palakkad",B.Tech Aeronautical Engineering,"Lakkidi, Kerala",KEAM,"Fees:  ₹ 396,000"
"IFTM University, Moradabad",B.Tech Agricultural Engineering,"Lodhipur Rajput, Uttar Pradesh",NA,"Fees:  ₹ 408,000"
"GITAM School of Technology, Hyderabad",B.Tech Aerospace Engineering,"Rudraram, Telangana",GITAM,"Fees:  ₹ 1,452,000"
"ABR College of Engineering and Technology, Prakasam",B.Tech Agricultural Engineering,"Somanapalle, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Triguna Sen School of Technology, Assam University, Silchar",B.Tech Agricultural Engineering,"Silcoorie Grant, Assam",NA,NA
"Kerala Agricultural University, Thrissur",B.Tech Agricultural Engineering,"Thrissur, Kerala",NA,NA
"Singhania University, Jhunjhunu",B.Tech Aeronautical Engineering,"Rasoolpur, Rajasthan",NA,NA
"Faculty of Engineering and Technology, Manav Rachna International Institute of Research and Studies, Faridabad",B.Tech Aeronautical Engineering,"Faridabad, Haryana",JEE,"Fees:  ₹ 613,500"
"Nova College of Engineering and Technology, Ibrahimpatnam",B.Tech Agricultural Engineering,"Vijayawada, Andhra Pradesh",NA,"Fees:  ₹ 140,000"
"GS Mandal's Maharashtra Institute of Technology, Aurangabad",B.Tech Agricultural Engineering,"Aurangabad, Maharashtra",JEE,"Fees:  ₹ 336,000"
"Nehru Institute of Technology, Coimbatore",BE Aeronautical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"Guru Kashi University, Talwandi Sabo",B.Tech Aeronautical Engineering,"Talwandi Sabo, Punjab",NA,NA
"Khaja Banda Nawaz College of Engineering, Gulbarga",BE Aeronautical Engineering,"Gulbarga, Karnataka",KCET,"Fees:  ₹ 220,000"
"College of Agricultural Engineering, Acharya NG Ranga Agricultural University, Rajendranagar",B.Tech Agricultural Engineering and Technology,"Lam, Andhra Pradesh",NA,NA
"Visvesvaraya Technological University, Belagavi",B.Tech Aeronautical Engineering,"Belgaum, Karnataka",NA,"Fees:  ₹ 61,840"
"Parul Institute of Technology, Vadodara",B.Tech Agricultural Engineering,"Limda, Gujarat",NA,NA
"Bhubaneswar Engineering College, Bhubaneswar",B.Tech Aeronautical Engineering,"Bhubaneswar, Odisha",JEE,"Fees:  ₹ 252,000"
"SRM Valliammai Engineering College, Kancheepuram",BE Agriculture Engineering,"Kancheepuram, Tamil Nadu",NA,"Fees:  ₹ 348,000"
"Udaya School of Engineering, Kanyakumari",B.Tech Aeronautical Engineering,"Kanyakumari, Tamil Nadu",NA,NA
"Vasantrao Naik Marathwada Krishi Vidyapeeth, Parbhani",B.Tech Agricultural Engineering,"Parbhani, Maharashtra",NA,NA
"KK Wagh College of Agricultural Engineering and Technology, Nashik",B.Tech Agricultural Engineering,"Sinnar, Maharashtra",MAHA,"Fees:  ₹ 227,400"
"CMJ University, Shillong",B.Tech Aeronautical Engineering,"Shillong, Meghalaya",NA,NA
"Paavai Engineering College, Pachal",BE Agriculture Engineering,"Puduchatram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"College of Agricultural Engineering and Technology, Bhubaneswar",B.Tech Agricultural Engineering,"Bhubaneswar, Odisha",NA,NA
"Dr Balasaheb Sawant Konkan Krishi Vidyapeeth, Dapoli",B.Tech Agriculture Engineering,"Ratnagiri, Maharashtra",NA,NA
"Amity University, Mumbai",B.Tech Aeronautical Engineering,"Navi Mumbai, Maharashtra",NA,"Fees:  ₹ 1,328,000"
"Saroj Institute of Technology and Management, Lucknow",B.Tech Agricultural Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 340,000"
"Nandha Engineering College, Erode",BE Agriculture Engineering,"Erode, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Jagannath Institute for Technology and Management, Paralakhemundi",B.Tech Agriculture Engineering,"Uppalada, Odisha",JEE,"Fees:  ₹ 421,000"
"Arunai Engineering College, Tiruvannamalai",BE Aeronautical Engineering,"Tiruvannamalai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"East West College of Engineering, Bangalore",BE Aeronautical Engineering,"Bangalore, Karnataka",NA,"Fees:  ₹ 2,000,000"
"Rai University, Ahmedabad",B.Tech Agricultural Engineering,"Saroda, Gujarat",NA,"Fees:  ₹ 256,000"
"William Carey University, Shillong",B.Tech Aeronautical Engineering,"Shillong, Meghalaya",NA,NA
"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",B.Tech Aeronautical Engineering,"Thiruvananthapuram, Kerala",KEAM,"Fees:  ₹ 700,000"
"Mahaveer Institute of Science and Technology, Hyderabad",B.Tech Aeronautical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 240,000"
"Baba Sahab Dr Bhim Rao Ambedkar College of Agricultural Engineering and Technology, Etawah",B.Tech Agriculture Engineering,"Etawah, Uttar Pradesh",NA,"Fees:  ₹ 270,000"
"Parul University, Vadodara",B.Tech Aeronautical Engineering,"Waghodia, Gujarat",NA,NA
"Mahendra Engineering College, Namakkal",BE Aeronautical Engineering,"Mallasamudram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"College of Agricultural Engineering, Raichur",B.Tech Agricultural Engineering,"Raichur, Karnataka",NA,NA
"Pydah College of Engineering, Kakinada",B.Tech Agricultural Engineering,"Chollangi Peta, Andhra Pradesh",NA,Exams:  AP EAMCET 
"ACE College of Engineering, Thiruvananthapuram",B.Tech Aeronautical Engineering,"Thiruvananthapuram, Kerala",NA,Exams:  KEAM 
"Baba Banda Singh Bahadur Engineering College, Fatehgarh Sahib",B.Tech Agriculture Engineering,"Fatehgarh Sahib, Punjab",JEE,"Fees:  ₹ 298,000"
"St Peter's College of Engineering and Technology, Chennai",BE Aeronautical Engineering,"Avadi, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"AKS University, Satna",B.Tech Agriculture Engineering,"Satna, Madhya Pradesh",NA,"Fees:  ₹ 320,000"
"PM College of Engineering, Sonipat",B.Tech Aeronautical Engineering,"Bhuri, Haryana",NA,NA
"Bharat Institute of Engineering and Technology, Ibrahimpatnam",B.Tech Aeronautical Engineering,"Hyderabad, Telangana",NA,NA
"RVS Technical Campus, Coimbatore",BE Agriculture Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Anand Agricultural University, Anand",B.Tech Agricultural Engineering,"Anand, Gujarat",NA,"Exams:  JEE Main ,  GUJCET "
"Babu Banarasi Das National Institute of Technology and Management, Lucknow",B.Tech Aeronautical Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 453,212"
"College of Agriculture, Hassan",B.Tech Food Science and Technology,"Karekere, Karnataka",NA,NA
"Shri Ramswaroop Memorial University, Barabanki",B.Tech Agricultural Engineering,"Barabanki, Uttar Pradesh",NA,"Fees:  ₹ 365,000"
"Shivdan Singh Institute of Technology and Management, Aligarh",B.Tech Agriculture Engineering,"Aligarh, Uttar Pradesh",UPSEE,"Fees:  ₹ 340,000"
"Chatrapati Shivaji Maharaj College of Aviation Technology, Ambajogai",B.Tech Aeronautical Engineering,"Ambajogai, Maharashtra",NA,NA
"Jawaharlal Nehru Krishi Vishwavidyalaya, Jabalpur",B.Tech Agricultural Engineering,"Jabalpur, Madhya Pradesh",NA,NA
"Dr DY Patil College of Agricultural Engineering and Technology, Kolhapur",B.Tech Agricultural Engineering,"Kolhapur, Maharashtra",NA,NA
"Swarrnim Startup and Innovation University, Gandhinagar",B.Tech Aeronautical Engineering,"Bhoyan Rathod, Gujarat",NA,NA
"ILM College of Engineering and Technology, Ernakulam",B.Tech Aeronautical Engineering,"Ernakulam, Kerala",KEAM,"Fees:  ₹ 360,000"
"Jayoti Vidyapeeth Women's University, Jaipur",B.Tech Agricultural Engineering,"Jharna, Rajasthan",NA,"Fees:  ₹ 280,000"
"Shriram College of Agriculture, Paniv",B.Tech Agricultural Engineering,"Khudus, Maharashtra",NA,NA
"Rajasthan Technical University, Kota",B.Tech Aeronautical Engineering,"Kota, Rajasthan",JEE,"Fees:  ₹ 86,500"
"Institute of People's Science and Technology, Chitrakoot",B.Tech Agriculture Engineering,"Satna, Madhya Pradesh",NA,NA
"Mahatma Jyoti Rao Phoole University, Jaipur",B.Tech Agriculture Engineering,"Kalwad Kalan and Khurd, Rajasthan",NA,NA
"Vikas College of Engineering and Technology, Vijayawada",B.Tech Agricultural Engineering,"Nunna, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Loyola Institute of Technology and Science, Kanyakumari",BE Aeronautical Engineering,"Kanyakumari, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Vivekananda College of Technology and Management, Aligarh",B.Tech Agricultural Engineering,"Aligarh, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"PK Institute of Technology and Management, Mathura",B.Tech Agricultural Engineering,"Birhana, Uttar Pradesh",NA,NA
"Gandhi Institute for Technology, Bhubaneswar",B.Tech Agriculture Engineering,"Khurda, Odisha",NA,Exams:  OJEE 
"AM Reddy Memorial College of Engineering and Technology, Narasaraopet",B.Tech Agricultural Engineering,"Petlurivaripalem, Andhra Pradesh",NA,Exams:  AP EAMCET 
"PK University, Shivpuri",B.Tech Agriculture,"Karera, Madhya Pradesh",NA,NA
"RR Institute of Modern Technology, Lucknow",B.Tech Agriculture Engineering,"Lucknow, Uttar Pradesh",NA,"Fees:  ₹ 348,800"
"Seth Vishambhar Nath Institute of Engineering and Technology, Barabanki",B.Tech Agricultural Engineering,"Barabanki, Uttar Pradesh",NA,NA
"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",BE Aeronautical Engineering,"Mahabalipuram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Agricultural College and Research Institute, Tamil Nadu Agricultural University, Coimbatore",B.Tech Agricultural Information Technology,"Coimbatore, Tamil Nadu",NA,NA
"Chhattisgarh Agriculture Engineering College, Durg",B.Tech Agricultural Engineering,"Durg, Chhattisgarh",NA,NA
"College of Agricultural Engineering and Technology, Akola",B.Tech Agricultural Engineering,"Akola Rural, Maharashtra",NA,NA
"SCT Institute of Technology, Bangalore",B.Tech Aeronautical Engineering,"Bangalore, Karnataka",NA,NA
"Sri Satya Sai Institute of Science and Technology, Sehore",B. Tech Aeronautical Engineering,"Sehore, Madhya Pradesh",NA,NA
"Marwadi Education Foundation Group of Institutions, Rajkot",BE Agriculture Engineering,"Rajkot, Gujarat",NA,Exams:  GUJCET 
"College of Agricultural Engineering, Acharya NG Ranga Agricultural University, Madakasira",B.Tech Agricultural Engineering,"Madakasira, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Gurukul Vidyapeeth Institute of Engineering and Technology, Patiala",B.Tech Aeronautical Engineering,"Jhansala, Punjab",NA,NA
"Kakinada Institute of Technology and Science, Divili",B.Tech Agricultural Engineering,"Chandramampalli, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Samalkha Group of Institutions, Panipat",B.Tech Aeronautical Engineering,"Panipat, Haryana",JEE,"Fees:  ₹ 3,13,552"
"Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir, Srinagar",B.Tech Agriculture Engineering,"Jammu, Jammu and Kashmir",NA,"Fees:  ₹ 1,37,200"
"Shobhit Institute of Engineering and Technology, Meerut",B.Tech Agriinformatics,"Meerut, Uttar Pradesh",JEE,"Fees:  ₹ 4,10,000"
"Noorul Islam Centre For Higher Education, Kanyakumari",BE Aeronautical Engineering,"Kanyakumari, Tamil Nadu",JEE,"Fees:  ₹ 4,00,000"
"Avanthi Institute of Engineering and Technology, Visakhapatnam",B.Tech Agricultural Engineering,"Kothapallem, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Sri Jayaram Institute of Engineering and Technology, Thiruvallur",BE Agriculture Engineering,"Gummudipoondi, Tamil Nadu",NA,NA
"Mohammad Ali Jauhar University, Rampur",B.Tech Aeronautical Engineering,"Rampur, Uttar Pradesh",NA,NA
"Gojan School of Business and Technology, Chennai",BE Aeronautical Engineering,"Nallur, Tamil Nadu",NA,NA
"Vision Institute of Technology, Kanpur",B.Tech Agriculture Engineering,"Kanpur, Uttar Pradesh",NA,NA
"Er Perumal Manimekalai College of Engineering, Hosur",BE Aeronautical Engineering,"Nallaganakothapalli, Tamil Nadu",NA,"Fees:  ₹ 1,60,000"
"Bansal Institute of Engineering and Technology, Lucknow",B.Tech Agricultural Engineering,"Lucknow, Uttar Pradesh",NA,"Fees:  ₹ 3,34,400"
"RKDF University, Bhopal",B.Tech Agricultural Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 2,00,000"
"MATS School of Engineering and Information Technology, Raipur",B.Tech Aeronautical Engineering,"Arang, Chhattisgarh",NA,Exams:  JEE Main 
"Manav Rachna International Institute of Research and Studies, Faridabad",B.Tech Aeronautical Engineering,"Faridabad, Haryana",JEE,"Fees:  ₹ 7,26,000"
